State,County,MedianIncome
Kentucky,scott,71455
Kentucky,hart,42359
Kentucky,breckinridge,46870
Kentucky,jessamine,58733
Kentucky,lincoln,43121
Kentucky,todd,51241
Kentucky,kenton,66229
Kentucky,green,44338
Kentucky,perry,40814
Kentucky,robertson,49643
Louisiana,jefferson davis,51772
Louisiana,avoyelles,40311
Louisiana,catahoula,44627
Louisiana,iberia,51402
Louisiana,iberville,54191
Louisiana,evangeline,41022
Louisiana,jefferson,61131
Louisiana,tangipahoa,53101
Louisiana,st. james,63632
Louisiana,st. mary,48754
Louisiana,lafourche,59941
Louisiana,grant,47832
Louisiana,morehouse,39570
Louisiana,terrebonne,60417
Louisiana,richland,45070
Louisiana,lincoln,51206
Louisiana,st. charles,66392
Louisiana,madison,33063
Louisiana,livingston,66164
Louisiana,winn,45200
Louisiana,pointe coupee,59064
Louisiana,cameron,71310
Louisiana,caddo,52823
Louisiana,ascension,77640
Louisiana,st. bernard,45087
Louisiana,allen,48306
Louisiana,lafayette,67061
Louisiana,calcasieu,55484
Louisiana,concordia,38125
Louisiana,st. tammany,74834
Louisiana,bienville,42271
Louisiana,east baton rouge,63558
Louisiana,natchitoches,47936
Louisiana,st. john the baptist,56540
Louisiana,jackson,45490
Louisiana,washington parish,41963
Louisiana,vermilion,54061
Louisiana,union,48125
Louisiana,west baton rouge,64567
Louisiana,beauregard,59364
Louisiana,la salle,55587
Louisiana,plaquemines,66800
Louisiana,st. helena,40590
Louisiana,desoto,51734
Louisiana,webster,44436
Louisiana,franklin,40147
Louisiana,sabine,46816
Louisiana,tensas,35328
Louisiana,east carroll,30840
Louisiana,west feliciana,75613
Louisiana,st. martin,54589
Louisiana,rapides,51092
Louisiana,east feliciana,54664
Louisiana,assumption,55603
Louisiana,ouachita,50992
Louisiana,acadia,46159
Louisiana,st. landry,45574
Louisiana,claiborne,39539
Louisiana,caldwell,47327
Louisiana,red river,46024
Louisiana,bossier,67961
Louisiana,vernon,51718
Louisiana,west carroll,44018
Louisiana,orleans,46512
Maine,lincoln,59398
Maine,knox,60581
Maine,aroostook,50779
Maine,york,70642
Maine,oxford,49920
Maine,washington county,45117
Maine,penobscot,56155
Maine,cumberland,75432
Maine,piscataquis,45917
Maine,waldo,52614
Maine,hancock,60022
Maine,kennebec,59915
Maine,franklin,50251
Maine,sagadahoc,69561
Maine,androscoggin,57444
Maine,somerset,50051
Maryland,queen anne's,97909
Maryland,talbot,74811
Maryland,montgomery,117408
Maryland,prince george's,84808
Maryland,anne arundel,101268
Maryland,calvert,107684
Maryland,baltimore city,50151
Maryland,kent,72360
Maryland,howard,128657
Maryland,caroline,66471
Maryland,dorchester,57893
Maryland,baltimore county,81116
Maryland,charles,104078
Maryland,somerset,53413
Maryland,worcester,68840
Maryland,harford,92642
Maryland,frederick,98259
Maryland,st. mary's,95186
Maryland,wicomico,59379
Maryland,garrett,56341
Maryland,cecil,79128
Maryland,carroll,100643
Maryland,washington county,66435
Maryland,allegany,54022
Massachusetts,plymouth,90431
Massachusetts,hampden,61474
Massachusetts,suffolk,61449
Massachusetts,bristol,72018
Massachusetts,franklin,67785
Massachusetts,dukes,82452
Massachusetts,essex,84185
Massachusetts,worcester,81519
Massachusetts,hampshire,81385
Massachusetts,berkshire,65216
Massachusetts,barnstable,76311
Massachusetts,nantucket,92500
Massachusetts,norfolk,108943
Massachusetts,middlesex,104032
Michigan,lake,37664
Michigan,gogebic,46570
Michigan,charlevoix,56236
Michigan,baraga,51705
Michigan,macomb,66612
Michigan,mackinac,47542
Michigan,antrim,53125
Michigan,lapeer,60597
Michigan,jackson,57263
Michigan,ottawa,67166
Michigan,keweenaw,50250
Michigan,crawford,50114
Michigan,huron,50996
Michigan,gratiot,50893
Michigan,oakland,84182
Michigan,kent,63176
Michigan,houghton,52409
Michigan,clinton,72958
Michigan,gladwin,45605
Michigan,iosco,45265
Michigan,dickinson,53342
Michigan,sanilac,50648
Michigan,schoolcraft,47557
Michigan,oscoda,40517
Michigan,otsego,56823
Michigan,kalamazoo,62159
Michigan,barry,63064
Michigan,clare,40297
Michigan,mecosta,50330
Michigan,presque isle,46601
Michigan,ionia,54829
Michigan,tuscola,51319
Michigan,alger,46083
Michigan,branch,50701
Michigan,calhoun,52857
Michigan,cass,55053
Michigan,marquette,61103
Michigan,grand traverse,63616
Michigan,bay,55652
Michigan,alcona,45424
Michigan,shiawassee,53971
Michigan,st. clair,58697
Michigan,roscommon,40691
Michigan,manistee,49708
Michigan,luce,45950
Michigan,mason,50719
Michigan,berrien,56324
Michigan,iron,46502
Michigan,alpena,48308
Michigan,saginaw,54004
Michigan,ontonagon,44986
Michigan,menominee,49566
Michigan,hillsdale,49976
Michigan,allegan,59509
Michigan,newaygo,50181
Michigan,montcalm,47435
Michigan,chippewa,54513
Michigan,arenac,45479
Michigan,cheboygan,46010
Michigan,wexford,48790
Michigan,ogemaw,42137
Michigan,st. joseph,52116
Michigan,midland,65735
Michigan,ingham,62971
Michigan,oceana,47419
Michigan,livingston,82959
Michigan,leelanau,66570
Michigan,missaukee,47446
Michigan,eaton,65740
Michigan,wayne,52423
Michigan,montmorency,42632
Michigan,osceola,45839
Michigan,emmet,61644
Michigan,genesee,53072
Michigan,van buren,54472
Michigan,delta,53489
Michigan,monroe,65363
Michigan,muskegon,50092
Michigan,lenawee,59156
Michigan,benzie,54971
Michigan,washtenaw,85115
Michigan,isabella,51563
Michigan,kalkaska,48153
Minnesota,clay,68533
Minnesota,scott,97693
Minnesota,pennington,61448
Minnesota,dakota,88889
Minnesota,nicollet,71741
Minnesota,benton,64694
Minnesota,le sueur,70426
Minnesota,mille lacs,57885
Minnesota,carver,96913
Minnesota,ramsey,71206
Minnesota,becker,59844
Minnesota,carlton,63548
Minnesota,brown,65804
Minnesota,marshall,65057
Minnesota,norman,59103
Minnesota,yellow medicine,61389
Minnesota,waseca,66173
Minnesota,freeborn,58220
Minnesota,aitkin,50684
Minnesota,goodhue,73075
Minnesota,grant,61455
Minnesota,crow wing,57958
Minnesota,watonwan,61064
Minnesota,hubbard,55744
Minnesota,pope,64740
Minnesota,blue earth,68864
Minnesota,dodge,81702
Minnesota,cottonwood,55081
Minnesota,rice,72133
Minnesota,washington county,94263
Minnesota,stearns,69196
Minnesota,redwood,60685
Minnesota,roseau,59226
Minnesota,traverse,62258
Minnesota,mower,61094
Minnesota,renville,58599
Minnesota,winona,67948
Minnesota,red lake,59600
Minnesota,wright,81683
Minnesota,sherburne,80939
Minnesota,mcleod,67968
Minnesota,isanti,68053
Minnesota,meeker,63881
Minnesota,cass,53277
Minnesota,murray,63545
Minnesota,kanabec,54060
Minnesota,otter tail,61645
Minnesota,fillmore,64379
Minnesota,beltrami,53549
Minnesota,wilkin,62835
Minnesota,pipestone,56071
Minnesota,st. louis county,63168
Minnesota,lake,61548
Minnesota,rock,58835
Minnesota,anoka,81798
Minnesota,clearwater,52661
Minnesota,nobles,55102
Minnesota,swift,64250
Minnesota,itasca,56705
Minnesota,kittson,64310
Minnesota,todd,53847
Minnesota,jackson,64625
Minnesota,kandiyohi,62904
Minnesota,lincoln,63201
Minnesota,douglas,65133
Minnesota,steele,71627
Minnesota,olmsted,83250
Minnesota,mahnomen,47781
Minnesota,koochiching,56065
Minnesota,houston,65646
Minnesota,cook,59643
Minnesota,lac qui parle,60873
Minnesota,big stone,56012
Minnesota,chippewa,64608
Minnesota,martin,61233
Minnesota,morrison,60155
Minnesota,stevens,71563
Minnesota,wadena,50354
Minnesota,wabasha,66629
Minnesota,chisago,75513
Minnesota,lake of the woods,49816
Minnesota,hennepin,84559
Minnesota,faribault,56849
Minnesota,polk,64911
Minnesota,sibley,64750
Minnesota,pine,53869
Minnesota,lyon,70016
Mississippi,jefferson davis,34986
Mississippi,tunica,34946
Mississippi,rankin,67674
Mississippi,holmes,25995
Mississippi,smith,44849
Mississippi,warren,54240
Mississippi,forrest,46827
Mississippi,lincoln,41572
Mississippi,jones,43888
Mississippi,madison,73775
Mississippi,choctaw,41164
Mississippi,tishomingo,40949
Mississippi,claiborne,31385
Mississippi,coahoma,31078
Mississippi,carroll,41038
Mississippi,marshall,41319
Mississippi,tate,51887
Mississippi,lauderdale,46954
Mississippi,tippah,41358
Mississippi,union,44772
Mississippi,lafayette,59882
Mississippi,grenada,48301
Mississippi,yazoo,33157
Mississippi,covington,42657
Mississippi,hinds,47132
Mississippi,lee,54292
Mississippi,walthall,43597
Mississippi,attala,41356
Mississippi,leflore,30285
Mississippi,greene,47109
Mississippi,harrison,51941
Mississippi,simpson,44651
Mississippi,copiah,45769
Mississippi,montgomery,37395
Mississippi,hancock,53192
Mississippi,alcorn,43320
Mississippi,clarke,41518
Mississippi,lamar,62945
Mississippi,clay,39169
Mississippi,panola,41849
Mississippi,jasper,37218
Mississippi,sharkey,51250
Mississippi,perry,40267
Mississippi,winston,40589
Mississippi,pearl river,50330
Mississippi,newton,44720
Mississippi,leake,38766
Mississippi,bolivar,36443
Mississippi,chickasaw,36783
Mississippi,yalobusha,46360
Mississippi,scott,39404
Mississippi,sunflower,31893
Mississippi,george,53793
Mississippi,lowndes,48662
Mississippi,humphreys,28816
Mississippi,neshoba,41449
Mississippi,washington county,33025
Mississippi,marion,38941
Mississippi,quitman,28171
Mississippi,wayne,38502
Mississippi,prentiss,42093
Mississippi,amite,36277
Mississippi,jackson,58357
Mississippi,lawrence,49975
Mississippi,wilkinson,39966
Mississippi,webster,45647
Mississippi,monroe,45361
Mississippi,adams,36044
Mississippi,oktibbeha,55210
Mississippi,calhoun,39502
Mississippi,pontotoc,50403
Mississippi,stone,50491
Mississippi,kemper,40962
Mississippi,benton,42436
Mississippi,desoto,64822
Mississippi,itawamba,45142
Mississippi,jefferson,32793
Mississippi,noxubee,34375
Mississippi,tallahatchie,37539
Mississippi,issaquena,26488
Mississippi,pike,41288
Mississippi,franklin,39234
Missouri,st. louis county,75532
Missouri,cole,66712
Missouri,st. francois,46537
Missouri,caldwell,53186
Missouri,stoddard,49565
Missouri,putnam,44309
Missouri,worth,49034
Missouri,lincoln,59074
Missouri,pettis,49064
Missouri,miller,44911
Missouri,howell,41181
Missouri,butler,43135
Missouri,jackson,60580
Missouri,sullivan,44783
Missouri,dunklin,38503
Missouri,cass,68480
Missouri,cooper,56565
Missouri,reynolds,39632
Missouri,scott,48705
Missouri,andrew,67006
Missouri,adair,54609
Missouri,lewis,49043
Missouri,cape girardeau,57604
Missouri,shelby,48274
Missouri,dallas,44382
Missouri,ste. genevieve,55208
Missouri,schuyler,45269
Missouri,taney,46764
Missouri,barton,49713
Missouri,benton,42896
Missouri,texas county,45212
Missouri,chariton,51356
Missouri,newton,50565
Missouri,clark,50288
Missouri,howard,54167
Missouri,barry,47663
Missouri,holt,53578
Missouri,christian,60493
Missouri,mississippi county,38789
Missouri,ozark,37938
Missouri,clinton,64341
Missouri,shannon,41440
Missouri,polk,49245
Missouri,grundy,47000
Missouri,laclede,43826
Missouri,pemiscot,38152
Missouri,boone,70096
Missouri,franklin,60741
Missouri,jefferson,64116
Missouri,osage,61660
Missouri,warren,64196
Missouri,johnson,58641
Missouri,washington county,41108
Missouri,dekalb,57163
Missouri,buchanan,57326
Missouri,morgan,45048
Missouri,marion,52844
Missouri,pulaski,56933
Missouri,stone,49527
Missouri,gentry,47750
Missouri,daviess,51500
Missouri,wright,37295
Missouri,moniteau,59253
Missouri,harrison,44691
Missouri,bollinger,45273
Missouri,st. charles,83907
Missouri,monroe,53116
Missouri,henry,50344
Missouri,pike,52000
Missouri,carroll,61400
Missouri,crawford,44985
Missouri,atchison,54247
Missouri,scotland,49328
Missouri,gasconade,52579
Missouri,oregon county,36791
Missouri,st. clair,42242
Missouri,wayne,39465
Missouri,perry,58656
Missouri,montgomery,48314
Missouri,lawrence,47950
Missouri,vernon,48014
Missouri,dade,44175
Missouri,mcdonald,45172
Missouri,knox,44073
Missouri,platte,83110
Missouri,phelps,54015
Missouri,nodaway,56449
Missouri,hickory,36457
Missouri,callaway,58357
Missouri,iron,44069
Missouri,dent,42356
Missouri,mercer,49087
Missouri,ripley,37009
Missouri,greene,53359
Missouri,douglas,38312
Missouri,new madrid,45048
Missouri,jasper,49154
Missouri,livingston,54663
Missouri,cedar,38058
Missouri,ralls,54936
Missouri,ray,63014
Missouri,webster,50033
Missouri,saline,46731
Missouri,madison,39718
Missouri,bates,50469
Missouri,lafayette,65057
Missouri,audrain,53564
Missouri,randolph,47844
Missouri,camden,49942
Missouri,linn,47327
Missouri,clay,73380
Missouri,carter,40597
Missouri,st. louis city,43627
Missouri,macon,50393
Missouri,maries,55331
Montana,fallon,66544
Montana,dawson,63551
Montana,carbon,60375
Montana,toole,53259
Montana,treasure,47206
Montana,madison,61672
Montana,mccone,59375
Montana,glacier,36701
Montana,prairie,41667
Montana,chouteau,50111
Montana,meagher,47604
Montana,mineral,45331
Montana,yellowstone,65486
Montana,lincoln,44111
Montana,powder river,56250
Montana,custer,58594
Montana,liberty,58438
Montana,roosevelt,49649
Montana,sheridan,68769
Montana,powell,49342
Montana,lewis and clark,70259
Montana,daniels,60000
Montana,garfield,59423
Montana,richland,72115
Montana,judith basin,55089
Montana,pondera,52698
Montana,cascade,58565
Montana,wibaux,67361
Montana,fergus,52473
Montana,rosebud,60188
Montana,lake,50222
Montana,granite,57891
Montana,big horn,46968
Montana,park,56960
Montana,golden valley,50938
Montana,broadwater,49362
Montana,wheatland,43594
Montana,teton,54196
Montana,carter,60000
Montana,hill,55617
Montana,silver bow,53713
Montana,blaine,41797
Montana,ravalli,51272
Montana,beaverhead,54294
Montana,deer lodge,49714
Montana,gallatin,69556
Montana,jefferson,76469
Montana,sweet grass,58462
Montana,phillips,54746
Montana,sanders,39650
Montana,stillwater,69375
Montana,missoula,62988
Montana,flathead,56284
Montana,valley,58668
Montana,petroleum,56042
Montana,musselshell,59112
Nebraska,grant,45865
Nebraska,box butte,58521
Nebraska,platte,60814
Nebraska,deuel,58500
Nebraska,kimball,52276
Nebraska,lancaster,68714
Nebraska,pawnee,49191
Nebraska,seward,74309
Nebraska,richardson,49080
Nebraska,sarpy,80985
Nebraska,thurston,49612
Nebraska,garden,52083
Nebraska,burt,62449
Nebraska,dawes,62952
Nebraska,banner,51750
Nebraska,hayes,56125
Nebraska,valley,54364
Nebraska,franklin,56875
Nebraska,antelope,54688
Nebraska,cass,75769
Nebraska,holt,58608
Nebraska,brown,44605
Nebraska,wayne,69696
Nebraska,hall,56897
Nebraska,washington county,83670
Nebraska,red willow,58831
Nebraska,cheyenne,64504
Nebraska,pierce,62143
Nebraska,dakota,54721
Nebraska,thomas,63333
Nebraska,harlan,55400
Nebraska,buffalo,67076
Nebraska,kearney,62308
Nebraska,cedar,58542
Nebraska,gage,61483
Nebraska,sherman,51469
Nebraska,furnas,51458
Nebraska,howard,65039
Nebraska,gosper,58583
Nebraska,nance,54402
Nebraska,mcpherson,57981
Nebraska,sioux,56813
Nebraska,chase,51810
Nebraska,arthur,48750
Nebraska,keya paha,44231
Nebraska,nuckolls,52127
Nebraska,merrick,56185
Nebraska,boyd,51250
Nebraska,dodge,57827
Nebraska,scotts bluff,53463
Nebraska,phelps,65884
Nebraska,perkins,66000
Nebraska,douglas,69754
Nebraska,keith,58047
Nebraska,thayer,53493
Nebraska,boone,59278
Nebraska,cuming,58654
Nebraska,garfield,49904
Nebraska,nemaha,68516
Nebraska,custer,56136
Nebraska,clay,54762
Nebraska,frontier,58636
Nebraska,webster,49968
Nebraska,rock,55625
Nebraska,blaine,45625
Nebraska,hitchcock,56875
Nebraska,york,63940
Nebraska,madison,58592
Nebraska,greeley,55909
Nebraska,hooker,42366
Nebraska,stanton,60886
Nebraska,polk,63664
Nebraska,otoe,63841
Nebraska,adams,65286
Nebraska,lincoln,62464
Nebraska,saline,53101
Nebraska,dawson,53214
Nebraska,cherry,54185
Nebraska,knox,54286
Nebraska,loup,42917
Nebraska,johnson,53932
Nebraska,butler,65225
Nebraska,logan,52813
Nebraska,colfax,61841
Nebraska,hamilton,61786
Nebraska,wheeler,53015
Nebraska,morrill,50365
Nebraska,jefferson,57234
Nebraska,saunders,74235
Nebraska,dundy,51932
Nebraska,sheridan,44859
Nebraska,dixon,57946
Nebraska,fillmore,60897
Nevada,pershing,56250
Nevada,clark,60666
Nevada,churchill,60951
Nevada,humboldt,74433
Nevada,white pine,63982
Nevada,lander,75857
Nevada,lyon,52918
Nevada,esmeralda,51500
Nevada,carson city,63883
Nevada,storey,64173
Nevada,nye,45798
Nevada,elko,75231
Nevada,washoe,64556
Nevada,douglas,67597
Nevada,mineral,61226
Nevada,eureka,94648
Nevada,lincoln,48816
New Hampshire,belknap,67570
New Hampshire,grafton,71158
New Hampshire,hillsborough,84430
New Hampshire,merrimack,80655
New Hampshire,strafford,73260
New Hampshire,cheshire,70026
New Hampshire,sullivan,65969
New Hampshire,rockingham,93420
New Hampshire,carroll,58867
New Hampshire,coos,53813
New Jersey,hudson,62168
New Jersey,gloucester,87913
New Jersey,essex,69448
New Jersey,passaic,67890
New Jersey,morris,117683
New Jersey,somerset,117393
New Jersey,ocean,76822
New Jersey,middlesex,93519
New Jersey,burlington,94324
New Jersey,camden,77369
New Jersey,bergen,102222
New Jersey,atlantic,66619
New Jersey,union,83164
New Jersey,mercer,94267
New Jersey,cumberland,60388
New Jersey,salem,74469
New Jersey,warren,85091
New Jersey,monmouth,105971
New Jersey,cape may,74112
New Jersey,hunterdon,125828
New Jersey,sussex,100066
New Mexico,sandoval,65768
New Mexico,eddy,60891
New Mexico,torrance,45409
New Mexico,bernalillo,60740
New Mexico,catron,45821
New Mexico,santa fe,64737
New Mexico,lincoln,49213
New Mexico,mckinley,36109
New Mexico,socorro,44076
New Mexico,roosevelt,42703
New Mexico,rio arriba,47363
New Mexico,mora,41794
New Mexico,curry,50963
New Mexico,cibola,42024
New Mexico,luna,35762
New Mexico,de baca,46534
New Mexico,doã±a ana,44518
New Mexico,sierra,40786
New Mexico,chaves,48169
New Mexico,hidalgo,37432
New Mexico,otero,46828
New Mexico,valencia,51686
New Mexico,san miguel,40284
New Mexico,lea,60006
New Mexico,quay,41304
New Mexico,los alamos,124979
New Mexico,grant,45616
New Mexico,san juan,57715
New Mexico,guadalupe,36435
New Mexico,union,48350
New Mexico,harding,49167
New Mexico,taos,44541
New Mexico,colfax,47100
New York,allegany,52112
New York,saratoga,87058
New York,nassau,112874
New York,putnam,109188
New York,westchester,105341
New York,essex,60935
New York,rockland,99649
New York,schoharie,65610
New York,albany,81846
New York,dutchess,88777
New York,queens,64371
New York,suffolk,100652
New York,franklin,54399
New York,columbia,72649
New York,new york county,84627
New York,warren,66622
New York,otsego,60526
New York,ulster,72632
New York,livingston,66664
New York,madison,66688
New York,cattaraugus,52637
New York,bronx,38843
New York,herkimer,55976
New York,genesee,62864
New York,fulton,54619
New York,seneca,60974
New York,st. lawrence,53346
New York,greene,60571
New York,monroe,68524
New York,kings,51581
New York,onondaga,70143
New York,jefferson,55325
New York,delaware county,56427
New York,chenango,54395
New York,steuben,56903
New York,wayne,62677
New York,chautauqua,52854
New York,chemung,60715
New York,lewis,55401
New York,schenectady,73910
New York,washington county,61494
New York,niagara,63523
New York,cayuga,63082
New York,broome,59345
New York,clinton,63665
New York,orange,85100
New York,ontario,70381
New York,erie,65897
New York,cortland,60134
New York,tompkins,73828
New York,wyoming county,62490
New York,schuyler,58866
New York,sullivan,60166
New York,orleans,58031
New York,rensselaer,74519
New York,oswego,59391
New York,montgomery,55028
New York,richmond,86133
New York,tioga,66950
New York,hamilton,60170
New York,oneida,62090
New York,yates,60271
North Carolina,alamance,53945
North Carolina,gates,53577
North Carolina,bertie,40850
North Carolina,bladen,43210
North Carolina,camden,70025
North Carolina,lincoln,60059
North Carolina,cumberland,51944
North Carolina,burke,49127
North Carolina,person,49521
North Carolina,gaston,51851
North Carolina,lee,55582
North Carolina,dare,64404
North Carolina,yadkin,50372
North Carolina,pasquotank,55554
North Carolina,guilford,58551
North Carolina,mitchell,46432
North Carolina,franklin,51353
North Carolina,pitt,56512
North Carolina,iredell,60413
North Carolina,nash,52681
North Carolina,columbus,45865
North Carolina,orange,84770
North Carolina,macon,45633
North Carolina,henderson,57062
North Carolina,chowan,43512
North Carolina,stokes,50910
North Carolina,caldwell,46628
North Carolina,caswell,45925
North Carolina,new hanover,67938
North Carolina,mcdowell,45874
North Carolina,catawba,54596
North Carolina,cabarrus,66058
North Carolina,hoke,53584
North Carolina,yancey,45693
North Carolina,tyrrell,38493
North Carolina,anson,39667
North Carolina,harnett,54000
North Carolina,craven,55689
North Carolina,randolph,50234
North Carolina,edgecombe,42351
North Carolina,stanly,54611
North Carolina,brunswick,54220
North Carolina,haywood,52014
North Carolina,alexander,50123
North Carolina,greene,50781
North Carolina,polk,53909
North Carolina,hyde,42048
North Carolina,cherokee,43178
North Carolina,washington county,43636
North Carolina,surry,44788
North Carolina,perquimans,51103
North Carolina,martin,44633
North Carolina,warren,44587
North Carolina,wilkes,42083
North Carolina,rockingham,47715
North Carolina,onslow,49819
North Carolina,cleveland,48723
North Carolina,durham,66448
North Carolina,jackson,48568
North Carolina,jones,49041
North Carolina,carteret,57328
North Carolina,wilson,47796
North Carolina,rowan,50537
North Carolina,pender,53740
North Carolina,moore,62099
North Carolina,montgomery,43038
North Carolina,union,74132
North Carolina,ashe,47184
North Carolina,pamlico,54679
North Carolina,transylvania,51702
North Carolina,currituck,66626
North Carolina,halifax,42607
North Carolina,forsyth,59764
North Carolina,swain,51589
North Carolina,northampton,37249
North Carolina,richmond,40322
North Carolina,scotland,36073
North Carolina,davie,58530
North Carolina,avery,46847
North Carolina,madison,49806
North Carolina,clay,46528
North Carolina,lenoir,45306
North Carolina,watauga,60066
North Carolina,wake,83568
North Carolina,hertford,41713
North Carolina,mecklenburg,68083
North Carolina,buncombe,56616
North Carolina,johnston,58463
North Carolina,chatham,66875
North Carolina,rutherford,42636
North Carolina,wayne,51391
North Carolina,granville,54842
North Carolina,vance,41930
North Carolina,sampson,43557
North Carolina,graham,39580
North Carolina,duplin,42029
North Carolina,alleghany,40767
North Carolina,robeson,35861
North Carolina,beaufort,49574
North Carolina,davidson,54218
North Dakota,divide,69632
North Dakota,mercer,80827
North Dakota,burleigh,82235
North Dakota,steele,67159
North Dakota,williams,86285
North Dakota,renville,77143
North Dakota,ward,67738
North Dakota,burke,70096
North Dakota,benson,40821
North Dakota,barnes,67150
North Dakota,eddy,55500
North Dakota,mcintosh,50887
North Dakota,morton,69894
North Dakota,sheridan,48403
North Dakota,pierce,63243
North Dakota,stark,75333
North Dakota,sargent,67132
North Dakota,grand forks,70875
North Dakota,griggs,63150
North Dakota,walsh,61156
North Dakota,towner,67969
North Dakota,kidder,57675
North Dakota,mckenzie,77366
North Dakota,adams,65859
North Dakota,foster,68547
North Dakota,billings,69167
North Dakota,rolette,38763
North Dakota,wells,57125
North Dakota,sioux,34042
North Dakota,traill,71359
North Dakota,mchenry,61367
North Dakota,mclean,67636
North Dakota,grant,59531
North Dakota,bottineau,71217
North Dakota,cass,74024
North Dakota,pembina,62147
North Dakota,oliver,81500
North Dakota,ransom,66076
North Dakota,mountrail,76282
North Dakota,ramsey,63380
North Dakota,dunn,76346
North Dakota,richland,72409
North Dakota,lamoure,65958
North Dakota,bowman,76750
North Dakota,dickey,62298
North Dakota,nelson,64792
North Dakota,logan,60903
North Dakota,golden valley,64821
North Dakota,emmons,48816
North Dakota,hettinger,65577
North Dakota,stutsman,65032
North Dakota,cavalier,72946
North Dakota,slope,74167
Ohio,lorain,63212
Ohio,fulton,63355
Ohio,noble,43146
Ohio,ottawa,65311
Ohio,erie,60856
Ohio,portage,66446
Ohio,summit,64157
Ohio,tuscarawas,52496
Ohio,miami,61644
Ohio,morrow,58660
Ohio,lake,69939
Ohio,washington county,55505
Ohio,ashland,55342
Ohio,shelby,60939
Ohio,union,79744
Ohio,stark,57381
Ohio,athens,50583
Ohio,fayette,45108
Ohio,madison,65696
Ohio,marion,53882
Ohio,mercer,64758
Ohio,delaware county,103564
Ohio,mahoning,54118
Ohio,clinton,54413
Ohio,lucas,55295
Ohio,knox,59561
Ohio,hancock,64032
Ohio,franklin,64693
Ohio,auglaize,62940
Ohio,pickaway,64576
Ohio,guernsey,48708
Ohio,carroll,52336
Ohio,licking,67072
Ohio,butler,69799
Ohio,meigs,44783
Ohio,seneca,54219
Ohio,muskingum,50977
Ohio,coshocton,48818
Ohio,adams,43771
Ohio,clermont,71914
Ohio,montgomery,55971
Ohio,holmes,53295
Ohio,hardin,52144
Ohio,trumbull,53975
Ohio,medina,77729
Ohio,pike,46476
Ohio,van wert,57364
Ohio,geauga,81952
Ohio,vinton,41674
Ohio,logan,53810
Ohio,williams,52347
Ohio,wood,69704
Ohio,allen,54846
Ohio,hamilton,65392
Ohio,gallia,48918
Ohio,scioto,49280
Ohio,paulding,58225
Ohio,defiance,55802
Ohio,ashtabula,50218
Ohio,jefferson,51183
Ohio,cuyahoga,59745
Ohio,highland,46643
Ohio,brown,51674
Ohio,clark,54149
Ohio,richland,53602
Ohio,lawrence,53015
Ohio,columbiana,53267
